42.3741886,-71.1165876,1
42.3600910,-71.0941600,2
37.4274745,-122.1697190,3
37.8733761,-122.2512343,4
34.0689210,-118.4451812,5
47.6553354,-122.3035191,6
42.2780584,-83.7382259,7
42.4534492,-76.4735027,8
44.9739900,-93.2277285,9
39.9522188,-75.1932137,10
40.8075355,-73.9625727,11
40.8144442,-77.9233135,12
33.4522217,-112.0662126,13
43.0765920,-89.4124875,14
41.3163244,-72.9223431,15
49.2669848,-123.2539612,16
30.2878975,-97.7277262,17
51.7564118,-1.2564042,18
40.3439888,-74.6514481,19
52.2052460,0.1166330,20
42.7041949,-84.4791506,21
40.4237096,-86.9211938,22
41.8791850,-87.6311769,23
43.7847122,-79.1859984,24
29.6452640,-82.3463940,25
40.1162766,-88.2435211,26
36.0014258,-78.9382286,27
35.9087773,-79.0297979,28
31.9685988,-99.9018131,29
32.8803981,-117.2421885,30
-23.5581488,-46.7267164,31
40.7295134,-73.9964609,32
39.3249281,-76.6233538,33
40.0138423,-83.0310846,34
39.0037104,-76.9544040,35
38.0335529,-78.5079772,36
34.0223383,-118.2851232,37
40.4424925,-79.9425528,38
51.5211841,-0.1287784,39
40.7649368,-111.8421021,40
34.1363390,-118.1275370,41
40.4443533,-79.9608350,42
33.4535269,-112.0730317,43
38.5382322,-121.7617125,44
47.3764197,8.5481250,45
40.4786708,-74.4317893,46
37.7716141,-122.4258437,47
38.6487895,-90.3107962,48
40.0075811,-105.2659419,49
42.0539102,-87.6748758,50
40.5734360,-105.0865473,51
55.9474293,-3.1872611,52
39.1665486,-86.5269475,53
1.2933539,103.7703561,54
35.0843441,-106.6197553,55
30.4418778,-84.2984889,56
40.0016970,116.3276030,57
33.6404952,-117.8442962,58
33.9480053,-83.3773221,59
36.1443747,-86.8027437,60
33.7756178,-84.3962850,61
42.3507543,-71.1073183,62
35.7134280,139.7623080,63
35.7846633,-78.6820946,64
37.2283843,-80.4234167,64
25.0183520,121.5336585,66
39.9877550,116.3056110,67
34.4139629,-119.8489470,68
52.0903294,5.1221267,69
19.3565494,-99.2314788,70
29.7173941,-95.4018312,71
45.5047847,-73.5771511,72
42.3910761,-72.5265441,73
41.6626963,-91.5548998,74
-35.2776999,149.1185270,74
